ksh_settlement_code,settlement_name,operator_id,network_operator,service_area_id,coverage_scope,usage_location_requirement,source_ids,evidence_status,status,notes
27845,Homokmégy,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
29966,Homorúd,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
33297,Hunya,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
08095,Imrehegy,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
21999,Izsák,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
17923,Jakabszállás,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
09469,Jánoshalma,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
08378,Jászszentlászló,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
06442,Kalocsa,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
04279,Kamut,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
24794,Kardos,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
12177,Kardoskút,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
30605,Kaskantyú,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
22752,Kaszaper,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
11280,Katymár,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
19789,Kecel,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
26684,Kecskemét,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
27571,Kelebia,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
18166,Kéleshalom,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
22530,Kerekegyháza,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
03461,Kétegyháza,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
03106,Kétsoprony,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
31574,Kevermes,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
13666,Királyhegyes,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
18838,Kisdombegyház,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
09344,Kiskőrös,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
20297,Kiskunfélegyháza,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
32434,Kiskunhalas,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
24396,Kiskunmajsa,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
28158,Kisszállás,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
31024,Kistelek,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
26666,Kiszombor,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
08253,Klárafalva,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
32771,Kocsér,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
10287,Kondoros,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
13806,Kömpöc,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
11615,Körösladány,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
12900,Köröstarcsa,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
06804,Kötegyán,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
09955,Kövegy,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
05856,Kunadacs,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
16045,Kunágota,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
06044,Kunbaja,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
07728,Kunbaracs,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
29027,Kunfehértó,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
31918,Kunpeszér,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
31893,Kunszállás,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
28130,Kunszentmiklós,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
14410,Kübekháza,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
05786,Ladánybene,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
17677,Lajosmizse,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
06202,Lakitelek,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
21209,Lőkösháza,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
23357,Madaras,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
27906,Magyarbánhegyes,MVM_DEMASZ,MVM Démász Áramhálózati Kft.,MVM_DEMASZ:SERVICE_AREA,WHOLE_SETTLEMENT,NONE,SRC-B10-MVM-DEMASZ-SERVICE-AREA-2026;SRC-B10-KSH-HNT-2025-SETTLEMENT-IDS;SRC-B10-KSH-HNT-2025-IRSZHNK-DERIVATION-2026,DER,WHOLE_SETTLEMENT_MEMBERSHIP_PROVEN,P45 exact-name KSH join via reproducible locator; DER because primary XLSX row is not directly materialized.
