source_id,module_id,title,institution,url,published_at,retrieved_at,reference_period,source_tier,evidence_status,reliability,license,local_snapshot_sha256,notes
SRC-B05-STIEBEL-HIGH-SUPPLY-AUDIT-2026,B05,STIEBEL WPL-A supplementary high-supply planning table,STIEBEL ELTRON AG,https://www.stiebel-eltron.ch/content/dam/ste/ch/de/downloads/technik/planungsunterlagen/formulare/Technische%20Zusatzdokumentation.pdf,undated,2026-08-22,manufacturer supplementary planning document,P2,Q,MEDIUM,Public manufacturer PDF,,"P5 audit candidate: output-only A-15/W45 and A-15/W55 values with estimated/interpolated caveat; no complete total-unit input/COP triple and no HPA-O 4/8 promotion."
SRC-B05-STIEBEL-DEFROST-2026,B05,HPA-O CS Plus defrost and minimum-flow instructions,STIEBEL ELTRON,https://www.stiebel-eltron.com/toolbox/content/docs/anleitungen/installation/HPA_O_Plus/332107-43892-9726_HPA-O_3-8_CS_Plus_en.pdf,undated,2026-08-22,current manufacturer installation manual,P2,OBS,HIGH,Public manufacturer PDF,,"States that minimum flow and defrost energy must be assured and that an emergency/auxiliary heater may activate during defrost; does not provide a separable point-level defrost-energy series or EN 14511 inclusion boundary."
SRC-B05-VAILLANT-DEFROST-2026,B05,aroTHERM plus defrost volume and operating-control documentation,Vaillant Group,https://professional.vaillant.co.uk/downloads/aproducts/renewables-1/arotherm-plus/arotherm-plus-spec-sheet-1892564.pdf,undated,2026-08-22,current manufacturer technical documentation,P2,OBS,HIGH,Public manufacturer PDF,,"Specifies minimum heating-circuit volume for defrost; paired controls documentation exposes compressor anti-cycling time and compressor modulation but no measured cycling-loss coefficient or point-level defrost accounting."
SRC-B05-VAILLANT-CONTROLS-CYCLING-2026,B05,aroTHERM plus appliance interface operating instructions,Vaillant Group,https://professional.vaillant.co.uk/downloads/aproducts/renewables-1/arotherm-plus/appliance-interface-operating-and-installation-instructions-1799367.pdf,undated,2026-08-22,current manufacturer operating instructions,P2,OBS,HIGH,Public manufacturer PDF,,"Exposes compressor anti-cycling time and compressor modulation as controller states; no measured Cdh, cycling COP or defrost accounting boundary."
SRC-B05-EU-813-2013-CDH-2026,B05,Commission Regulation (EU) No 813/2013 Cdh definitions and default,European Commission,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32013R0813,2013-09-06,2026-08-22,current consolidated legal text,P1,POL,HIGH,Official EUR-Lex legal text,,"Defines cycling interval quantities and Cdh; if not determined by measurement the regulatory default is 0.9. This is a compliance-method POL value, not a product OBS or runtime penalty."
SRC-B05-STIEBEL-EU-ORIGIN-2026,B05,STIEBEL ELTRON production locations,STIEBEL ELTRON,https://www.stiebel-eltron.com/en/home/company/about-stiebel-eltron/locations.html,undated,2026-08-22,manufacturer production statement,P2,OBS,HIGH,Public manufacturer webpage,,"Manufacturer states Holzminden Germany produces air source heat pumps; used as separate EU-origin corroboration for HPA-O CS Plus int."
SRC-B04-MVM-M1-2026,B04,Elektromos egyetemes szolgáltatói üzletszabályzat M.1 melléklet 2026. március 1.,MVM Next Energiakereskedelmi Zrt.,https://www.mvmnext.hu/aram/servlet/download?id=16548&type=file,2026-03-01,2026-08-22,2026-03-01 onward,P1,OBS,HIGH,Public official PDF; current tariff appendix,,"A1/A2/B/H energiaárak, 27% ÁFA, 2523 kWh küszöb és H műszaki-jogi feltételek hivatalos aktuális forrása."
SRC-B04-MVM-RESIDENTIAL-TARIFF-2026,B04,Lakossági villamosenergia árak és díjtájékoztató,MVM Next Energiakereskedelmi Zrt.,https://www.mvmnext.hu/aram/servlet/download?id=16214&type=file,2024-12-01,2026-08-22,current tariff-table snapshot,P1,OBS,HIGH,Public official PDF; table is used as current tariff cross-check,,"Elosztói területenkénti végső bruttó A1/A2/H értékek és fix díj; a 2026 M.1 energiaárakkal együtt, a komponenshíd részleges státuszával kezelendő."
SRC-B04-MVM-H-FAQ-2026,B04,H tarifa gyakori kérdések,MVM Next Energiakereskedelmi Zrt.,https://gyik.mvmnext.hu/aram/h-tarifat-igenybe-tudok-venni-ha-arammal-futok,undated,2026-08-24,current customer rules,P1,OBS,HIGH,Public official page,,"Október 15.–április 15. idény, külön mért kéttarifás mérő, 3,4 szezonális fűtési tényező és 2523 kWh szabály; akkumulátor-gate-re nem ad explicit engedélyt."
SRC-B04-NJT-H-TARIFF-2026,B04,44/2008. (XII. 31.) KHEM rendelet H árszabásának hatályos szövege,Nemzeti Jogszabálytár,https://njt.hu/jogszabaly/2008-44-20-2M,2008-12-31,2026-08-24,current consolidated text,P1,POL,HIGH,Official legal text,,"A 9. § (9) a külön mért, állandóan bekötött, nem dugaszolható H-köri hőszivattyú és közvetlen segédberendezés fogyasztási körét írja le; akkumulátortöltést, kisütést vagy exportot nem engedélyez kifejezetten."
SRC-B04-MVM-HALOZAT-H-DATA-2026,B04,H-tarifás berendezések adatszolgáltatás,MVM Émász Áramhálózati Kft.,https://mvmhalozat.hu/htarifaadatszolgaltatas,undated,2026-08-24,current MVM Émász service page,P1,OBS,HIGH,Public official page,,"Territorial evidence only for the MVM Émász distribution area: H meter and connected eligible equipment are inventoried; the page does not authorize battery charging, discharge or export."
SRC-B04-MEKH-HMKE-EXPORT-2026,B04,Hálózati betáplálási lehetőség ellenőrzése,Magyar Energetikai és Közmű-szabályozási Hivatal,https://napeleminfo.mekh.hu/,undated,2026-08-24,current official portal,P1,POL,HIGH,Public official portal,,"HMKE export is POD- and distribution-area-specific and requires the DSO process/MGT; this is not an H-tariff battery-export authorization."
SRC-B04-MVM-TARIFF-OVERVIEW-2026,B04,Lakossági villamosenergia-tarifák áttekintése,MVM Next Energiakereskedelmi Zrt.,https://www.mvmnext.hu/aram/pages/aloldal.jsp?id=1926709,undated,2026-08-22,current tariff overview,P1,OBS,HIGH,Public official page,,"A/B/H mérőkörök, HMKE korlátozások és 27% ÁFA összefoglaló kapuja."
SRC-B04-MVM-BILLING-2026,B04,Részletes információk az áramszámláról,MVM Next Energiakereskedelmi Zrt.,https://www.mvmnext.hu/lakossagirezsi/reszletes-informaciok-az-aramszamlarol,undated,2026-08-22,current billing information,P1,OBS,HIGH,Public official page,,"A lakossági piaci végső bruttó ár és H idényen kívüli elszámolási logika ellenőrző forrása."
SRC-B04-HUPX-DATA-2026,B04,HUPX Data Reporting and market data licensing,HUPX Zrt.,https://hupx.hu/data-reporting,undated,2026-08-22,current data access terms,P1,POL,HIGH,Market data licensing/subscription applies,,"HUPX történeti és forward árak csak licencelt exportból; ebben a csomagban nincs jogosulatlan scrape."
SRC-B04-HUPX-DAM-REPORT-2026,B04,DAM HUPX Price Volume Report specification,HUPX Zrt.,https://hupx.hu/uploads/Kereskedes/Adatszolg%C3%A1ltat%C3%A1s/Info%20user/DAM_HUPX_Price_Volume_report_infouser_public_2022.pdf,2022-01-01,2026-08-22,public DAM report format,P1,OBS,HIGH,Public report specification,,"EUR/MWh day-ahead price-volume report formátum; aktuális és 2015–2026 teljes numerikus idősor külön Q."
SRC-B04-HUPX-MARCH-2026,B04,HUPX Spot March 2026 report,HUPX Zrt.,https://hupx.hu/sites/default/files/media/file/2026/04/HUPX_Spot_March_Report_2026.pdf,2026-04-01,2026-08-22,March 2026 observation,P1,OBS,HIGH,Public official report,,"Egyetlen hivatalos kontrollpont: 2026 márciusi DAM baseload 103.52 EUR/MWh; nem helyettesíti az egész történeti/forward sorozatot."
SRC-B04-MNB-FX-2026,B04,Árfolyamstatisztikák,Magyar Nemzeti Bank,https://statisztika.mnb.hu/publikacios-temak/arak_-arfolyamok/arfolyamok/arfolyamstatisztikak,undated,2026-08-22,current and historical FX,P1,OBS,HIGH,Public statistical page,,"EUR/HUF átszámítási kapu; konkrét napi FX érték a jelenlegi csomagban Q."
SRC-B05-HUNGARY-HOURLY-HIST-2026,B05,HungaroMet automata állomások órás historikus adatai,HungaroMet / Meteorológiai Adattár,https://odp.met.hu/climate/observations_hungary/hourly/historical/,undated,2026-08-22,2002-2025 station archives,P1,OBS,HIGH,Open data with attribution and no-change terms,,"Five-station bounded panel; raw ZIPs are acquisition inputs and are not stored in Git."
SRC-B05-HUNGARY-HOURLY-DESC-2026,B05,HABP_1H historikus órás adatformátum leírása,HungaroMet / Meteorológiai Adattár,https://odp.met.hu/climate/observations_hungary/hourly/historical/Leiras_automata_oras-HABP_1H_hist-hu.pdf,undated,2026-08-22,current dataset description,P1,OBS,HIGH,Open data with attribution and no-change terms,,"UTC Time, ta/t/tn/tx/u semantics and -999 missing sentinel."
SRC-B05-HUNGARY-STATION-META-2026,B05,Automata állomások meta információi,HungaroMet / Meteorológiai Adattár,https://odp.met.hu/climate/observations_hungary/hourly/station_meta_auto.csv,undated,2026-08-22,current station metadata,P1,OBS,HIGH,Open data with attribution and no-change terms,,"Station identifiers, coordinates, elevation, names and available periods."
SRC-B05-HUNGARY-ODP-TERMS-2026,B05,Meteorológiai Adattár általános felhasználási feltételek,HungaroMet Nonprofit Zrt.,https://odp.met.hu/ODP_altalanos_felhasznalasi_feltetelek.pdf,undated,2026-08-22,current terms,P1,OBS,HIGH,Attribution required; changes require prior permission,,"Derived bounded materialization only; no raw ZIP redistribution."
SRC-B05-HUNGARY-CLIMATE-NORMAL-2026,B05,1991-2020 klimatológiai normál módszertan,HungaroMet,https://www.met.hu/eghajlat/magyarorszag_eghajlata/altalanos_eghajlati_jellemzes/felhasznalt_adatok/,undated,2026-08-22,1991-2020,P1,OBS,HIGH,Public official climate information,,"Homogenized and quality-controlled climate series remain separate from raw observed hourly event records."
SRC-B05-STIEBEL-HPA-O-P4-COLD-2025,B05,HPA-O CS Plus int cold-side planning data table,STIEBEL ELTRON,https://www.stiebel-eltron.com/toolbox/content/docs/anleitungen/installation/HPA_O_Plus/332107-43892-9726_HPA-O_3-8_CS_Plus_en.pdf,undated,2026-08-22,current manufacturer planning/installation manual,P2,OBS,HIGH,Public manufacturer PDF,,"Source-native A-15/W35 capacity, total-unit input and COP for HPA-O 4 CS Plus int and HPA-O 8 CS Plus int; integral auxiliary drives included; heat-source application limit is not a performance point."
SRC-B06-JRC-HVAR-2018,B06,Energy efficiency in European zero-energy district case studies – Hvar Island case study,European Commission Joint Research Centre,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC115188/kjna29734enn.pdf,undated,2026-08-22,2012-2013 renovation cases,P1,DER,HIGH,European Commission publication; reuse with attribution,,"JRC case-study table reports before/after annual heat demand for five private dwellings and six public buildings; intervention packages combine envelope and sometimes heating-system measures; no design-peak series."
SRC-B06-EC-CONCERTO-EXEC-2010,B06,Overall energy performance of the 26 CONCERTO communities – executive summary,AIT Austrian Institute of Technology / European Commission CONCERTO,https://smart-cities-marketplace.ec.europa.eu/sites/default/files/2021-03/CONCERTO-OVERALL_ENERGY_PERFORMANCE_OF_THE_26_COMMUNITIES_EXECUTIVE_SUMMARY.pdf,undated,2026-08-22,CONCERTO first-generation communities,P1,DER,HIGH,European Commission co-funded report; reuse with attribution,,"Program-level design-data comparison uses EUROSTAT HDD18/15 correction; heating figures explicitly include DHW preparation, so not directly usable as isolated space-heating effect."
SRC-B06-REHVA-TIMISOARA-2012,B06,Calculated and measured energy use before and after thermal renovation for Romanian apartment buildings,REHVA Journal / Politehnica University of Timisoara,https://build-up.ec.europa.eu/sites/default/files/content/Mrs%20Brata.pdf,undated,2026-08-22,2007-2010 five apartment blocks,P2,OBS,HIGH,Public article hosted by EU BUILD UP; reuse with attribution,,"Five Timisoara blocks report measured heating and separately estimated/measured DHW ranges before and after envelope/system works; the source does not provide weather-normalized before/after savings."
SRC-B06-EC-DECARBONAITE-UDDEVALLA-2023,B06,DecarbonAIte: advancing sustainable building renovation in Sweden through AI,European Commission BUILD UP / DecarbonAIte,https://build-up.ec.europa.eu/en/resources-and-tools/articles/technical-article-decarbonaite-advancing-sustainable-building,undated,2026-08-22,Uddevalla 2020 renovation case,P2,OBS,HIGH,Public EU BUILD UP article; reuse with attribution,,"Measured pre/post heating energy was used for calibration and the article reports a 16% measured reduction, but the 2017 and 2020 climates differ and no normalized peak load is published."
SRC-B06-JRC-RENOVATION-METHOD-2024,B06,Energy performance of buildings – renovation measurement and normalisation guidance,European Commission Joint Research Centre,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC139118/JRC139118_01.pdf,undated,2026-08-22,current JRC guidance,P1,DER,HIGH,European Commission publication; reuse with attribution,,"Method guidance requires weather, occupancy, operation and end-use separation; Eurostat HDD/long-period correction is a method boundary, not an intervention effect."
SRC-B07-VARTA-PULSE-NEO-2024,B07,VARTA pulse neo manufacturer brochure,VARTA Storage GmbH,https://www.varta-ag.com/fileadmin/varta/consumer/downloads/energy-storage/varta-pulse-neo/en/Brochure_pulse_neo_B2C_EN.pdf,undated,2026-08-24,current product brochure,P1,OBS,HIGH,Third-party source terms,,"6.5 kWh nominal; 2.5/2.3 kW AC charge/discharge; NMC; 5–30 C; product brochure efficiency boundary is not direction-specific AC/grid; 90% DoD."
SRC-B07-HTW-PULSE-NEO-2023,B07,Stromspeicher-Inspektion 2023 – VARTA pulse neo 6,HTW Berlin,https://solar.htw-berlin.de/wp-content/uploads/HTW-Stromspeicher-Inspektion-2023.pdf,2023-03-09,2026-08-24,2023 study,P1,OBS,HIGH,Public research report,,"Names VARTA pulse neo 6 as AC-coupled system A1; reports 97.8% battery efficiency and separates AC-system SPI from AC2BAT/BAT2AC curves. No single product charge/discharge AC efficiency pair is published in the captured facts; no certification claim is made."
SRC-B07-VARTA-MADE-IN-GERMANY-2022,B07,VARTA Storage German production statement,VARTA AG,https://www.varta-ag.com/en/about-varta/news-press/details/varta-launches-gigafactory-for-energy-storage-systems,2022-02-02,2026-08-24,current manufacturer statement,P1,OBS,HIGH,Third-party source terms,,"Manufacturer states residential storage systems are developed and manufactured at German locations; exact cell origin remains Q."
SRC-B07-SONNEN-10-PERFORMANCE-2026,B07,sonnenBatterie 10 performance product page,sonnen GmbH,https://www.sonnen.de/stromspeicher/sonnenbatterie-10-performance,undated,2026-08-24,current product page,P1,OBS,HIGH,Third-party source terms,,"11 kWh entry capacity; 7 kW entry charge/discharge; LFP; 10 years/10,000 cycles and 80% module capacity warranty; no exact product-specific charge/discharge efficiency published on the captured page."
SRC-B07-SONNEN-EFFICIENCY-EXPLAINER-2026,B07,sonnen efficiency and conversion-loss explainer,sonnen GmbH,https://www.sonnen.de/wissen/wirkungsgrad-wandlungsverluste/,undated,2026-08-24,current manufacturer explainer,P1,OBS,HIGH,Public official webpage,,"Describes a practical 75–80% whole-system example and explains inverter/battery/self-consumption losses; explicitly not a product datasheet value or direction-specific runtime input."
SRC-B07-SONNEN-MADE-IN-GERMANY-2023,B07,sonnen German production statement,sonnen GmbH,https://sonnen.de/presse/sonnen-faehrt-produktion-weiter-hoch/,2023-05-25,2026-08-24,current manufacturer statement,P1,OBS,HIGH,Third-party source terms,,"Manufacturer states home-storage production Made in Germany at Wildpoldsried; exact cell origin remains Q."
SRC-B07-SYNTHETIC-PHYSICAL-FIXTURE,B07,B07 P1 deterministic physical fixture,Repository-created,https://github.com/Anonymoos-Rommel/hoszivattyu-akkumulator-orszagos-modell,2026-08-24,2026-08-24,repository test fixture,P3,SCN,HIGH,CC BY-SA 4.0,,"Synthetic mechanics fixture only; not household observation or national calibration."
SRC-B08-SCN-GRID-FIXTURE,B08,Bounded B08 electrical grid-load SCN fixture,Repository-created,https://github.com/Anonymoos-Rommel/hoszivattyu-akkumulator-orszagos-modell/blob/main/data/fixtures/b08_grid_load_scn.json,2026-08-25,2026-08-25,2026 SCN fixture,P3,SCN,MEDIUM,CC BY-SA 4.0,,"Bounded dataset-level fixture only; explicit region scheme; no Hungarian or national claim."
SRC-B08-ENTSOE-ACTUAL-TOTAL-LOAD-2026,B08,Actual Total Load [6.1.A] – A65/A16/A04,ENTSO-E,https://web-api.tp.entsoe.eu/api,undated,2026-09-01,2015-present subject to platform availability,P1,OBS,HIGH,ENTSO-E Transparency Platform Terms; A65 reuse is not established by the inspected 2023-10-18 free-reuse list,,Source-native realised total load query; Hungarian EIC 10YHU-MAVIR----U; control-area/bidding-zone grain only; API requires registered-user token; raw responses deliberately external; runtime OBS still requires explicit REUSE_CLEARED.
SRC-B08-ENTSOE-DDD-2023,B08,Detailed Data Descriptions v3r4 – total load semantics,ENTSO-E,https://eepublicdownloads.entsoe.eu/clean-documents/Transparency/MoP_Ref2_DDD_v3r4.pdf,2023-12-15,2026-09-01,v3r4 methodology,P1,OBS,HIGH,Public official methodology; reuse terms for data remain separate,,Defines Actual Total Load, real-time MTU average, MW formula, H+1 publication and the forecast distinction; may estimate an unknown net-generation component, so no component reconstruction is performed.
SRC-B08-ENTSOE-REST-API-IG-2024,B08,RESTful API Implementation Guide – load extraction,ENTSO-E,https://transparency.entsoe.eu/content/static_content/Static%20content/web%20api/RestfulAPI_IG.pdf,undated,2026-09-01,API guide version published by platform,P1,OBS,HIGH,Public official technical guide; API access requires registration/token,,A65 plus A16, A04, OutBiddingZone_Domain and UTC PeriodStart/PeriodEnd query contract; XML response is the machine-readable intake path.
SRC-B08-ENTSOE-MARKET-AREAS-2024,B08,Market Areas v2.0 – Hungarian area EIC,ENTSO-E,https://www.entsoe.eu/fileadmin/user_upload/edi/library/downloads/Market_Areas_v2.0.pdf,undated,2026-09-01,current published market-area reference,P1,OBS,HIGH,Public official reference document; reuse terms require verification,,Identifies 10YHU-MAVIR----U as Hungary's market/control/bidding/scheduling area code; it does not create DSO or county topology.
SRC-B08-ENTSOE-REUSE-LIST-2019,B08,List of data available for free re-use (historical),ENTSO-E,https://transparency.entsoe.eu/content/static_content/Static%20content/terms%20and%20conditions/190107_List_of_Data_available_for_reuse.pdf,2019-01-07,2026-09-01,historical; superseded by 2023-10-18 list,P1,OBS,HIGH,ENTSO-E Terms and Conditions; only listed data are free to reuse without primary-owner agreement,,Historical list retained for audit trail; it does not establish free reuse for Actual Total Load.
SRC-B08-ENTSOE-TERMS-2023,B08,General Terms and Conditions of Use of ENTSO-E Transparency Platform,ENTSO-E,https://transparency.entsoe.eu/content/static_content/download?path=%2FStatic+content%2Fterms+and+conditions%2F230309_ENTSOE_Transparency_Terms_Conditions_MC_APPROVED.pdf,2023-03-09,2026-09-01,2023 terms,P1,OBS,HIGH,Official ENTSO-E terms; attribution and primary-owner reuse conditions apply,,Governing terms context inspected alongside the 2023-10-18 free-reuse list; does not itself clear A65 reuse.
SRC-B08-ENTSOE-REUSE-LIST-2023,B08,List of Data Available for Free Re-use (last modified 2023-10-18),ENTSO-E,https://transparency.entsoe.eu/content/static_content/download?path=%2FStatic+content%2Fterms+and+conditions%2F231018_List_of_Data_available_for_reuse.pdf,2023-10-18,2026-09-01,2023-10-18 list,P1,OBS,HIGH,CC BY 4.0 for listed data only; A65 reuse not established,,Lists day/week/month/year-ahead total-load forecasts and other specified items; Actual Total Load/A65 is not listed. Omission is not treated as a prohibition; runtime clearance remains acquisition-specific and unresolved.
SRC-B08-MAVIR-RTDW-PUBLICATION-2026,B08,MAVIR publikáció – public VER/system data interface,MAVIR ZRt.,https://rtdwweb.mavir.hu/rtdwweb/webuser/GenerateChartsServlet?hunLang=hu-hu&tabId=tab7679,undated,2026-09-01,current public interface,P1,OBS,MEDIUM,Public UI with no captured stable machine schema or explicit reuse terms,,The interface exposes date range resolution format and export controls but this audit did not establish a reproducible API/download contract or licence for numeric repository inclusion; candidate remains non-canonical for this slice.
SRC-B09-SCN-SUPPLY-FIXTURE,B09,Bounded B09 delivered-supply SCN fixture,Repository-created,https://github.com/Anonymoos-Rommel/hoszivattyu-akkumulator-orszagos-modell/blob/main/data/fixtures/b09_supply_adequacy_scn.json,2026-08-25,2026-08-25,2026 SCN fixture,P3,SCN,MEDIUM,CC BY-SA 4.0,,"Repository-created bounded supply panel; no national generation, dispatch, market or storage claim."
SRC-B09-ENTSOE-ACTUAL-GENERATION-TYPE-2026,B09,Actual Generation per Production Type [16.1.B&C] – A75/A16,ENTSO-E,https://web-api.tp.entsoe.eu/api,undated,2026-09-01,2015-present subject to platform availability,P1,OBS,HIGH,ENTSO-E Transparency Platform Terms; A75 raw-response reuse not established,,"A75/A16 source-native actual generation at Hungarian EIC 10YHU-MAVIR----U production-type/control-area grain; API requires registered access/token; source actual values may include provider estimates; no raw response committed; runtime OBS requires REUSE_CLEARED."
SRC-B09-ENTSOE-DDD-2023,B09,Detailed Data Descriptions v3r4 – generation semantics,ENTSO-E,https://eepublicdownloads.entsoe.eu/clean-documents/Transparency/MoP_Ref2_DDD_v3r4.pdf,2023-12-15,2026-09-01,v3r4; 16.1.B&C,P1,OBS,HIGH,Public official methodology; reuse terms remain separate,,"Defines aggregated generation per type as actual net generation output in MW per market time unit and production type; A75 estimate caveat for unknown output/small-scale measurement; v3r4 is the latest relevant DDD artifact directly verified for this slice."
SRC-B09-ENTSOE-PROCESS-IG-03,B09,Generation and Load Process Implementation Guide version 0.3 – Draft,ENTSO-E,https://transparency.entsoe.eu/content/static_content/download?path=%2FStatic+content%2Fweb+api%2FIG-for-TP-data-extraction-process.pdf,undated,2026-09-01,Version 0.3 draft,P1,OBS,MEDIUM,Public official technical guide; API access requires registration/token,,"Generation/load dependency tables support A75/A16/A01/A93/A94/A08, InBiddingZone_Domain and the documented request/response extraction path; use the exact source document version only."
SRC-B09-ENTSOE-MOP-V35,B09,Manual of Procedures v3.5 package,ENTSO-E,https://eepublicdownloads.blob.core.windows.net/public-cdn-container/clean-documents/mc-documents/transparency-platform/MOP/MoP_v3r5_final.zip,undated,2026-09-01,current revision page states v3.5 package available,P1,OBS,HIGH,Official ENTSO-E publication; reuse terms remain separate,,"Current ENTSO-E MoP page identifies v3.5 as the latest revision context. This row does not claim that v3.5 supersedes the directly verified v3r4 DDD 16.1.B&C text."
SRC-B09-ENTSOE-GENERATION-UI-2026,B09,Actual Generation per Production Type platform data view,ENTSO-E,https://transparency.entsoe.eu/generation/r2/actualGenerationPerProductionType/show?name=,undated,2026-09-01,current inspected platform view,P1,OBS,MEDIUM,Public UI; export requires login and reuse terms remain separate,,"Confirms product identity Aggregated Generation per Type [16.1.B&C], Control Area/Bidding zone/Country selectors and production-type table; corroboration only, not the canonical raw intake."
SRC-B09-ENTSOE-TERMS-2023,B09,General Terms and Conditions of Use of ENTSO-E Transparency Platform,ENTSO-E,https://transparency.entsoe.eu/content/static_content/download?path=%2FStatic+content%2Fterms+and+conditions%2F230309_ENTSOE_Transparency_Terms_Conditions_MC_APPROVED.pdf,2023-03-09,2026-09-01,2023 terms,P1,OBS,HIGH,Official ENTSO-E terms; attribution and primary-owner reuse conditions apply,,"Governing terms context inspected with the 2023 free-reuse list; does not itself clear A75 raw-response reuse."
SRC-B09-ENTSOE-REUSE-LIST-2023,B09,List of Data Available for Free Re-use (last modified 2023-10-18),ENTSO-E,https://transparency.entsoe.eu/content/static_content/download?path=%2FStatic+content%2Fterms+and+conditions%2F231018_List_of_Data_available_for_reuse.pdf,2023-10-18,2026-09-01,2023-10-18 list,P1,OBS,HIGH,CC BY 4.0 for listed data only; A75 reuse not established,,"Lists day/week/month/year-ahead total-load forecasts and other specified items; Actual Generation per Production Type/A75 is not listed. Omission is not treated as prohibition; acquisition-specific clearance remains unresolved."
SRC-B10-OPUS-TITASZ-CONSUMPTION-HEADROOM-2026,B10,OPUS TITÁSZ consumption-purpose headroom publication,OPUS TITÁSZ Áramhálózati Zártkörűen Működő Részvénytársaság,https://www.opustitasz.hu/storage/documents/ugyfelek/halozati-szolgaltatasok/Al%C3%A1llom%C3%A1sok_szabad_kapacit%C3%A1sai.pdf,2026-07-22,2026-09-01,EFFECTIVE_2026-07-22; current/five-year free capacity,P2,OBS,HIGH,Copyrighted OPUS material; republication/storage beyond personal use requires prior written permission; raw PDF external,3550266167435880f2055497aa5da5d5a4d04240cbfaac4c1425c46b8f4e8e48,"Official OPUS TITÁSZ publication. Source-native fields are station_code, station_name, current free capacity MW and five-year forecast free capacity MW; values are indicative estimates, not MGT/connection permission. Station code is not assumed unique: DEBR repeats; exact source-row key is (station_code, station_name). No voltage, N-1 or peak field is invented; no raw PDF is committed."
SRC-B10-OPUS-TITASZ-HEADROOM-LANDING-2026,B10,OPUS TITÁSZ Alállomások szabad kapacitásai landing page,OPUS TITÁSZ Áramhálózati Zártkörűen Működő Részvénytársaság,https://www.opustitasz.hu/ugyfelek/halozati-szolgaltatas-es-termekek/alallomasok-szabad-kapacitasai,undated,2026-09-01,Current official landing page,P2,OBS,HIGH,Official OPUS webpage; linked PDF reuse remains subject to legal notice,,"Identifies the official publication link for current and forward-looking free-capacity data. Landing-page authority does not create additional fields or assessment permission."
SRC-B10-OPUS-TITASZ-LEGAL-2026,B10,OPUS TITÁSZ legal notice,OPUS TITÁSZ Áramhálózati Zártkörűen Működő Részvénytársaság,https://www.opustitasz.hu/jogi-nyilatkozat,undated,2026-09-01,Current legal notice,P2,OBS,HIGH,Official legal notice; prior written consent required for non-personal-use storage/copying/distribution,,"Confirms that downloadable documents and information materials are copyright-protected and reuse beyond personal use requires prior written consent; no REUSE_CLEARED decision is inferred."
SRC-B10-OPUS-TITASZ-COMPANY-2026,B10,OPUS TITÁSZ company identity / public information,OPUS TITÁSZ Áramhálózati Zártkörűen Működő Részvénytársaság,https://www.opustitasz.hu/kozszolgalati-informaciok,undated,2026-09-01,Current company information,P2,OBS,HIGH,Official OPUS public-information page,,"Confirms legal company name OPUS TITÁSZ Áramhálózati Zártkörűen Működő Részvénytársaság and short name OPUS TITÁSZ Zrt.; no DSO-to-county crosswalk is created."
SRC-B10-MVM-DEMASZ-CONSUMPTION-HEADROOM-2026,B10,MVM Démász consumption-purpose free-capacity publication,MVM Démász Áramhálózati Kft.,https://mvmhalozat.hu/attachments/41914,undated,2026-09-01,2026-09-01 publication,P1,OBS,HIGH,Official MVM Démász publication; numeric PDF redistribution clearance was not established; raw PDF remains external,,"Official DSO publication containing consumption-purpose station-level current and five-year headroom-related fields. Values are indicative/network-calculated information, not MGT or connection permission; no national aggregation authority; raw PDF is not committed by B10-P1."
SRC-B10-MVM-DEMASZ-HEADROOM-METHOD-2026,B10,MVM Démász free-capacity methodology / interpretation,MVM Démász Áramhálózati Kft.,https://mvmhalozat.hu/attachments/41913,undated,2026-09-01,2026-09-01 methodology,P1,OBS,HIGH,Official MVM Démász methodology; numeric source reuse clearance was not established; raw PDF remains external,,"Preserves current consumption-side free-capacity methodology: N-1 transformer capacity versus measured winter-evening peak load; five-year planning/prognosis semantics; indicative nature; individual technical/MGT assessment remains separate."
SRC-B10-MEKH-NETWORK-DEVELOPMENT-2026,B10,MEKH official regulatory network-development decision portal,Magyar Energetikai és Közmű-szabályozási Hivatal,https://www.mekh.hu/,undated,2026-09-01,current official regulatory portal,P1,OBS,HIGH,Official regulator portal; project-level reuse and status require document-specific verification,,"Fresh source audit anchor for regulatory/authority evidence. The portal's existence does not by itself prove a project, cost, funding status or programme causality."
SRC-B10-MAVIR-GRID-DEVELOPMENT-2026,B10,MAVIR official operational rules and network-planning publication area,MAVIR ZRt.,https://www.mavir.hu/,undated,2026-09-01,current official system-operator portal,P1,OBS,HIGH,Official system-operator publication area; project-level reuse and status require document-specific verification,,"Fresh source audit confirms official MAVIR publication authority. No project list, amount, completion status or DSO mapping is inferred from the portal alone."
SRC-B10-MVM-NETWORK-PROJECTS-2024,B10,Kis- és középfeszültségű hálózatfejlesztések hivatalos közlés,MVM Hálózat,https://www.mvmhalozat.hu/aram/aktualitasok/55853,2024-09-17,2026-09-01,2024 MVM network-development communication,P4,OBS,HIGH,Official MVM communication; project-specific contractual/funding evidence must be separately bound,,"The communication confirms a defined MVM network-development programme and RRF context, but it is not by itself a complete project-level baseline ledger and does not prove programme causality for the heat-pump/battery programme."
