station_id,winter_label_year,winter_start_utc,winter_end_exclusive_utc,expected_hours,observed_hours,winter_mean_ta_C,coldest_72h_mean_ta_C,coldest_72h_start_utc,coldest_72h_end_utc,evidence_status,source_id,notes
15310,2003,2002-11-30T23:00:00Z,2003-02-28T23:00:00Z,2160,2160,-1.70287,-7.9375,2003-01-10T12:00:00Z,2003-01-13T11:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
46304,2020,2019-11-30T23:00:00Z,2020-02-29T23:00:00Z,2184,2184,2.71891,-4.083333,2020-01-06T03:00:00Z,2020-01-09T02:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
46304,2021,2020-11-30T23:00:00Z,2021-02-28T23:00:00Z,2160,2160,2.508843,-7.177778,2021-02-11T09:00:00Z,2021-02-14T08:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
46304,2022,2021-11-30T23:00:00Z,2022-02-28T23:00:00Z,2160,2160,2.320648,-5.269444,2022-01-22T19:00:00Z,2022-01-25T18:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
46304,2023,2022-11-30T23:00:00Z,2023-02-28T23:00:00Z,2160,2160,3.090602,-4.670833,2023-02-07T09:00:00Z,2023-02-10T08:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
46304,2024,2023-11-30T23:00:00Z,2024-02-29T23:00:00Z,2184,2184,3.866575,-5.006944,2024-01-19T22:00:00Z,2024-01-22T21:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
46304,2025,2024-11-30T23:00:00Z,2025-02-28T23:00:00Z,2160,2160,1.651435,-5.051389,2025-02-17T09:00:00Z,2025-02-20T08:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
52744,2014,2013-11-30T23:00:00Z,2014-02-28T23:00:00Z,2160,2160,1.952407,-6.566667,2014-01-24T22:00:00Z,2014-01-27T21:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
52744,2015,2014-11-30T23:00:00Z,2015-02-28T23:00:00Z,2160,2160,1.774167,-7.1375,2014-12-29T18:00:00Z,2015-01-01T17:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
52744,2016,2015-11-30T23:00:00Z,2016-02-29T23:00:00Z,2184,2184,1.794368,-9.644444,2016-01-01T20:00:00Z,2016-01-04T19:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
52744,2017,2016-11-30T23:00:00Z,2017-02-28T23:00:00Z,2160,2160,-2.156435,-11.656944,2017-01-26T22:00:00Z,2017-01-29T21:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
52744,2018,2017-11-30T23:00:00Z,2018-02-28T23:00:00Z,2160,2160,1.023148,-8.6,2018-02-25T23:00:00Z,2018-02-28T22:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
52744,2019,2018-11-30T23:00:00Z,2019-02-28T23:00:00Z,2160,2160,0.160509,-5.966667,2018-12-17T18:00:00Z,2018-12-20T17:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
52744,2020,2019-11-30T23:00:00Z,2020-02-29T23:00:00Z,2184,2184,1.664469,-4.731944,2019-12-03T00:00:00Z,2019-12-05T23:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
52744,2021,2020-11-30T23:00:00Z,2021-02-28T23:00:00Z,2160,2160,1.592778,-6.963889,2021-02-11T09:00:00Z,2021-02-14T08:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
52744,2022,2021-11-30T23:00:00Z,2022-02-28T23:00:00Z,2160,2160,1.289398,-4.570833,2022-01-11T18:00:00Z,2022-01-14T17:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
52744,2023,2022-11-30T23:00:00Z,2023-02-28T23:00:00Z,2160,2160,2.591991,-3.311111,2022-12-12T10:00:00Z,2022-12-15T09:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
52744,2024,2023-11-30T23:00:00Z,2024-02-29T23:00:00Z,2184,2184,3.539423,-4.898611,2024-01-09T09:00:00Z,2024-01-12T08:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
52744,2025,2024-11-30T23:00:00Z,2025-02-28T23:00:00Z,2160,2160,1.240417,-4.547222,2025-02-17T10:00:00Z,2025-02-20T09:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
