record_id,weather_profile_id,station_id,timestamp_utc,outdoor_temperature_C,temperature_source_variable,instantaneous_temperature_C,relative_humidity_pct,hourly_min_temperature_C,hourly_max_temperature_C,evidence_status,source_id,retrieved_at
B05-WX-14146,B05-REF-OBS-2025-44527,44527,2025-08-13T09:00:00Z,28.2,ta,28.7,28,27,29.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14147,B05-REF-OBS-2025-44527,44527,2025-08-13T10:00:00Z,29.9,ta,30.8,25,28.7,30.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14148,B05-REF-OBS-2025-44527,44527,2025-08-13T11:00:00Z,30.9,ta,31.9,23,30.2,31.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14149,B05-REF-OBS-2025-44527,44527,2025-08-13T12:00:00Z,32,ta,32.3,20,31.7,32.8,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14150,B05-REF-OBS-2025-44527,44527,2025-08-13T13:00:00Z,32.7,ta,32.7,19,32.2,33.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14151,B05-REF-OBS-2025-44527,44527,2025-08-13T14:00:00Z,33.2,ta,33,17,32.8,33.7,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14152,B05-REF-OBS-2025-44527,44527,2025-08-13T15:00:00Z,33.2,ta,33,16,32.9,33.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14153,B05-REF-OBS-2025-44527,44527,2025-08-13T16:00:00Z,33.2,ta,32.9,18,32.8,33.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14154,B05-REF-OBS-2025-44527,44527,2025-08-13T17:00:00Z,32.4,ta,31.7,19,31.7,32.8,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14155,B05-REF-OBS-2025-44527,44527,2025-08-13T18:00:00Z,29.9,ta,27.3,26,27.3,31.7,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14156,B05-REF-OBS-2025-44527,44527,2025-08-13T19:00:00Z,25.7,ta,24.4,33,24.4,27.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14157,B05-REF-OBS-2025-44527,44527,2025-08-13T20:00:00Z,23.8,ta,23.1,36,23,24.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14158,B05-REF-OBS-2025-44527,44527,2025-08-13T21:00:00Z,22.4,ta,21.6,39,21.6,23.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14159,B05-REF-OBS-2025-44527,44527,2025-08-13T22:00:00Z,21.6,ta,21.4,40,21.2,22.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14160,B05-REF-OBS-2025-44527,44527,2025-08-13T23:00:00Z,21.1,ta,21.2,42,20.6,21.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14161,B05-REF-OBS-2025-44527,44527,2025-08-14T00:00:00Z,20.9,ta,20.6,46,20.6,21.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14162,B05-REF-OBS-2025-44527,44527,2025-08-14T01:00:00Z,19.7,ta,19.8,49,19.3,20.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14163,B05-REF-OBS-2025-44527,44527,2025-08-14T02:00:00Z,19.6,ta,19.2,52,19.2,19.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14164,B05-REF-OBS-2025-44527,44527,2025-08-14T03:00:00Z,19,ta,18.5,57,17.9,19.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14165,B05-REF-OBS-2025-44527,44527,2025-08-14T04:00:00Z,18,ta,18.7,55,17.5,18.7,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14166,B05-REF-OBS-2025-44527,44527,2025-08-14T05:00:00Z,20.1,ta,21,49,18.7,21,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14167,B05-REF-OBS-2025-44527,44527,2025-08-14T06:00:00Z,22.8,ta,24.2,43,21.1,24.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14168,B05-REF-OBS-2025-44527,44527,2025-08-14T07:00:00Z,25.9,ta,27.1,36,24.2,27.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14169,B05-REF-OBS-2025-44527,44527,2025-08-14T08:00:00Z,27.6,ta,28.8,35,26.9,28.8,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14170,B05-REF-OBS-2025-44527,44527,2025-08-14T09:00:00Z,29.7,ta,30.8,32,28.6,30.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14171,B05-REF-OBS-2025-44527,44527,2025-08-14T10:00:00Z,31.6,ta,32.5,26,30.5,32.7,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14172,B05-REF-OBS-2025-44527,44527,2025-08-14T11:00:00Z,32.8,ta,33.1,25,32.3,33.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14173,B05-REF-OBS-2025-44527,44527,2025-08-14T12:00:00Z,33.6,ta,34.3,25,33,34.7,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14174,B05-REF-OBS-2025-44527,44527,2025-08-14T13:00:00Z,34.4,ta,34.3,25,33.9,35.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14175,B05-REF-OBS-2025-44527,44527,2025-08-14T14:00:00Z,34.8,ta,35.3,22,34.2,35.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14176,B05-REF-OBS-2025-44527,44527,2025-08-14T15:00:00Z,34.9,ta,34.8,21,34.5,35.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14177,B05-REF-OBS-2025-44527,44527,2025-08-14T16:00:00Z,34.8,ta,34.8,20,34.6,35.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14178,B05-REF-OBS-2025-44527,44527,2025-08-14T17:00:00Z,34.5,ta,33.8,22,33.8,35.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14179,B05-REF-OBS-2025-44527,44527,2025-08-14T18:00:00Z,32.1,ta,29.7,29,29.7,33.8,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14180,B05-REF-OBS-2025-44527,44527,2025-08-14T19:00:00Z,28.2,ta,27.8,38,26.9,29.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14181,B05-REF-OBS-2025-44527,44527,2025-08-14T20:00:00Z,27.6,ta,27.6,38,26.6,28.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14182,B05-REF-OBS-2025-44527,44527,2025-08-14T21:00:00Z,27,ta,26,42,25.9,27.8,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14183,B05-REF-OBS-2025-44527,44527,2025-08-14T22:00:00Z,25.4,ta,24.8,45,24.8,26.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14184,B05-REF-OBS-2025-44527,44527,2025-08-14T23:00:00Z,23.9,ta,23.1,51,23.1,24.8,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14185,B05-REF-OBS-2025-44527,44527,2025-08-15T00:00:00Z,22.9,ta,23.3,50,22.4,23.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14186,B05-REF-OBS-2025-44527,44527,2025-08-15T01:00:00Z,23.3,ta,23.1,53,23.1,23.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14187,B05-REF-OBS-2025-44527,44527,2025-08-15T02:00:00Z,22.6,ta,21.9,56,21.9,23.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14188,B05-REF-OBS-2025-44527,44527,2025-08-15T03:00:00Z,21.4,ta,21.4,58,20.9,21.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14189,B05-REF-OBS-2025-44527,44527,2025-08-15T04:00:00Z,21,ta,20.4,62,20.3,21.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14190,B05-REF-OBS-2025-44527,44527,2025-08-15T05:00:00Z,21.5,ta,23.1,51,20.3,23.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14191,B05-REF-OBS-2025-44527,44527,2025-08-15T06:00:00Z,24.6,ta,25.6,43,23.1,25.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14192,B05-REF-OBS-2025-44527,44527,2025-08-15T07:00:00Z,27.1,ta,28.4,37,25.6,28.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14193,B05-REF-OBS-2025-44527,44527,2025-08-15T08:00:00Z,29.2,ta,30.1,35,28.3,30.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14194,B05-REF-OBS-2025-44527,44527,2025-08-15T09:00:00Z,31.2,ta,32.2,31,30.1,32.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14195,B05-REF-OBS-2025-44527,44527,2025-08-15T10:00:00Z,33,ta,33.1,27,32.3,33.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14196,B05-REF-OBS-2025-44527,44527,2025-08-15T11:00:00Z,33.8,ta,34.4,24,33.2,34.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14197,B05-REF-OBS-2025-44527,44527,2025-08-15T12:00:00Z,34.8,ta,34.6,25,34.1,35.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14198,B05-REF-OBS-2025-44527,44527,2025-08-15T13:00:00Z,35.3,ta,35.5,22,34.7,35.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14199,B05-REF-OBS-2025-44527,44527,2025-08-15T14:00:00Z,35.8,ta,35.3,22,35,36.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14200,B05-REF-OBS-2025-44527,44527,2025-08-15T15:00:00Z,35.7,ta,35.5,22,35.3,36.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14201,B05-REF-OBS-2025-44527,44527,2025-08-15T16:00:00Z,35.6,ta,35.7,21,35.3,35.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14202,B05-REF-OBS-2025-44527,44527,2025-08-15T17:00:00Z,35,ta,34.2,22,34.2,35.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14203,B05-REF-OBS-2025-44527,44527,2025-08-15T18:00:00Z,32.3,ta,30.4,29,30.4,34.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14204,B05-REF-OBS-2025-44527,44527,2025-08-15T19:00:00Z,29.3,ta,28,36,28,30.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14205,B05-REF-OBS-2025-44527,44527,2025-08-15T20:00:00Z,28,ta,26.5,40,26.5,29.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14206,B05-REF-OBS-2025-44527,44527,2025-08-15T21:00:00Z,25.8,ta,25,46,25,26.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14207,B05-REF-OBS-2025-44527,44527,2025-08-15T22:00:00Z,24.4,ta,24.6,48,23.7,24.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14208,B05-REF-OBS-2025-44527,44527,2025-08-15T23:00:00Z,24.2,ta,23.7,50,23.5,24.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14209,B05-REF-OBS-2025-44527,44527,2025-08-16T00:00:00Z,22.9,ta,21.8,57,21.8,24,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14210,B05-REF-OBS-2025-44527,44527,2025-08-16T01:00:00Z,21.5,ta,21.1,61,21.1,21.8,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14211,B05-REF-OBS-2025-44527,44527,2025-08-16T02:00:00Z,21.9,ta,22.1,56,21,22.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14212,B05-REF-OBS-2025-44527,44527,2025-08-16T03:00:00Z,21.2,ta,20.5,62,20.1,22.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14213,B05-REF-OBS-2025-44527,44527,2025-08-16T04:00:00Z,20.5,ta,20.2,62,20.2,20.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14214,B05-REF-OBS-2025-44527,44527,2025-08-16T05:00:00Z,21.9,ta,23.7,52,20.3,23.7,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14215,B05-REF-OBS-2025-44527,44527,2025-08-16T06:00:00Z,24.5,ta,25.4,47,23.7,25.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14216,B05-REF-OBS-2025-44527,44527,2025-08-16T07:00:00Z,26.9,ta,28,41,25.4,28,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14217,B05-REF-OBS-2025-44527,44527,2025-08-16T08:00:00Z,29.5,ta,30.6,35,28.1,30.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14218,B05-REF-OBS-2025-44527,44527,2025-08-16T09:00:00Z,31.8,ta,32.8,30,30.6,32.8,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14219,B05-REF-OBS-2025-44527,44527,2025-08-16T10:00:00Z,33.7,ta,34.3,25,32.6,34.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14220,B05-REF-OBS-2025-44527,44527,2025-08-16T11:00:00Z,34.7,ta,35,23,34.3,35.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14221,B05-REF-OBS-2025-44527,44527,2025-08-16T12:00:00Z,34.7,ta,34.9,24,33.7,35.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14222,B05-REF-OBS-2025-44527,44527,2025-08-16T13:00:00Z,35.4,ta,34.8,21,34.4,36.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14223,B05-REF-OBS-2025-44527,44527,2025-08-16T14:00:00Z,35.5,ta,34.8,19,34.8,36.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14224,B05-REF-OBS-2025-44527,44527,2025-08-16T15:00:00Z,35.7,ta,35.7,21,34.8,36.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14225,B05-REF-OBS-2025-44527,44527,2025-08-16T16:00:00Z,35.5,ta,35,21,35,35.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14226,B05-REF-OBS-2025-44527,44527,2025-08-16T17:00:00Z,34.4,ta,33.6,26,33.6,35.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14227,B05-REF-OBS-2025-44527,44527,2025-08-16T18:00:00Z,32.5,ta,31.3,29,31.3,33.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14228,B05-REF-OBS-2025-44527,44527,2025-08-16T19:00:00Z,30.3,ta,29.2,39,29.2,31.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14229,B05-REF-OBS-2025-44527,44527,2025-08-16T20:00:00Z,28.4,ta,27.1,45,27.1,29.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14230,B05-REF-OBS-2025-44527,44527,2025-08-16T21:00:00Z,26.3,ta,26,48,25.8,27.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14231,B05-REF-OBS-2025-44527,44527,2025-08-16T22:00:00Z,27,ta,26.7,47,26.1,27.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14232,B05-REF-OBS-2025-44527,44527,2025-08-16T23:00:00Z,26.3,ta,26,49,26,26.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14233,B05-REF-OBS-2025-44527,44527,2025-08-17T00:00:00Z,25.9,ta,26.3,48,25.7,26.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14234,B05-REF-OBS-2025-44527,44527,2025-08-17T01:00:00Z,26,ta,25.1,52,25.1,26.7,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14235,B05-REF-OBS-2025-44527,44527,2025-08-17T02:00:00Z,24.4,ta,23.9,58,23.9,25.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14236,B05-REF-OBS-2025-44527,44527,2025-08-17T03:00:00Z,23.7,ta,23.5,59,23.5,23.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14237,B05-REF-OBS-2025-44527,44527,2025-08-17T04:00:00Z,22.5,ta,21.9,66,21.6,23.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14238,B05-REF-OBS-2025-44527,44527,2025-08-17T05:00:00Z,22.9,ta,23.3,63,22,23.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14239,B05-REF-OBS-2025-44527,44527,2025-08-17T06:00:00Z,23.4,ta,23.7,66,23.1,23.7,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14240,B05-REF-OBS-2025-44527,44527,2025-08-17T07:00:00Z,24.5,ta,25.1,60,23.7,25.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14241,B05-REF-OBS-2025-44527,44527,2025-08-17T08:00:00Z,25.8,ta,26.3,52,25.1,26.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14242,B05-REF-OBS-2025-44527,44527,2025-08-17T09:00:00Z,26.8,ta,26,56,26,27.8,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14243,B05-REF-OBS-2025-44527,44527,2025-08-17T10:00:00Z,25.6,ta,26.1,56,24.5,26.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14244,B05-REF-OBS-2025-44527,44527,2025-08-17T11:00:00Z,26.2,ta,26.7,52,25.4,27.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14245,B05-REF-OBS-2025-44527,44527,2025-08-17T12:00:00Z,26.1,ta,25.9,55,25.4,26.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14246,B05-REF-OBS-2025-44527,44527,2025-08-17T13:00:00Z,26.2,ta,26.8,53,25.7,26.8,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14247,B05-REF-OBS-2025-44527,44527,2025-08-17T14:00:00Z,26.2,ta,21.9,69,21.9,27.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14248,B05-REF-OBS-2025-44527,44527,2025-08-17T15:00:00Z,22.8,ta,24.3,68,21.4,24.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14249,B05-REF-OBS-2025-44527,44527,2025-08-17T16:00:00Z,25.1,ta,25.8,53,24.3,25.8,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14250,B05-REF-OBS-2025-44527,44527,2025-08-17T17:00:00Z,26.3,ta,26.7,41,25.8,26.7,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14251,B05-REF-OBS-2025-44527,44527,2025-08-17T18:00:00Z,26.2,ta,25.5,42,25.5,26.8,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14252,B05-REF-OBS-2025-44527,44527,2025-08-17T19:00:00Z,25,ta,24.6,40,24.6,25.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14253,B05-REF-OBS-2025-44527,44527,2025-08-17T20:00:00Z,24,ta,23.4,42,23.4,24.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14254,B05-REF-OBS-2025-44527,44527,2025-08-17T21:00:00Z,22.6,ta,22,45,22,23.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14255,B05-REF-OBS-2025-44527,44527,2025-08-17T22:00:00Z,21.5,ta,20.9,50,20.9,21.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14256,B05-REF-OBS-2025-44527,44527,2025-08-17T23:00:00Z,20.1,ta,19.5,52,19.5,20.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14257,B05-REF-OBS-2025-44527,44527,2025-08-18T00:00:00Z,18.7,ta,19,54,18.1,19.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14258,B05-REF-OBS-2025-44527,44527,2025-08-18T01:00:00Z,19.2,ta,19.1,56,19.1,19.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14259,B05-REF-OBS-2025-44527,44527,2025-08-18T02:00:00Z,18.9,ta,19.1,63,18.8,19.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14260,B05-REF-OBS-2025-44527,44527,2025-08-18T03:00:00Z,19.1,ta,19.2,59,19,19.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14261,B05-REF-OBS-2025-44527,44527,2025-08-18T04:00:00Z,18.9,ta,18.8,64,18.8,19.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14262,B05-REF-OBS-2025-44527,44527,2025-08-18T05:00:00Z,18.8,ta,18.8,62,18.7,18.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14263,B05-REF-OBS-2025-44527,44527,2025-08-18T06:00:00Z,19.6,ta,20.3,52,18.8,20.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14264,B05-REF-OBS-2025-44527,44527,2025-08-18T07:00:00Z,21.3,ta,21.8,45,20.2,22.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14265,B05-REF-OBS-2025-44527,44527,2025-08-18T08:00:00Z,22.7,ta,23.4,40,21.7,23.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14266,B05-REF-OBS-2025-44527,44527,2025-08-18T09:00:00Z,24.3,ta,24.9,34,23.5,24.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14267,B05-REF-OBS-2025-44527,44527,2025-08-18T10:00:00Z,25.2,ta,25.7,35,24.8,25.8,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14268,B05-REF-OBS-2025-44527,44527,2025-08-18T11:00:00Z,25.5,ta,26.6,32,24.8,26.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14269,B05-REF-OBS-2025-44527,44527,2025-08-18T12:00:00Z,26,ta,26.6,32,25.3,26.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14270,B05-REF-OBS-2025-44527,44527,2025-08-18T13:00:00Z,26.4,ta,27,30,25.8,27.1,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14271,B05-REF-OBS-2025-44527,44527,2025-08-18T14:00:00Z,27.6,ta,27.3,29,26.8,28.2,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14272,B05-REF-OBS-2025-44527,44527,2025-08-18T15:00:00Z,27.4,ta,27.3,31,26.9,28,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14273,B05-REF-OBS-2025-44527,44527,2025-08-18T16:00:00Z,27.5,ta,27.6,29,26.9,27.8,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14274,B05-REF-OBS-2025-44527,44527,2025-08-18T17:00:00Z,26.8,ta,26.6,29,26.6,27.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14275,B05-REF-OBS-2025-44527,44527,2025-08-18T18:00:00Z,25.5,ta,23.4,33,23.4,26.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14276,B05-REF-OBS-2025-44527,44527,2025-08-18T19:00:00Z,21.7,ta,20.8,41,20.8,23.3,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14277,B05-REF-OBS-2025-44527,44527,2025-08-18T20:00:00Z,21.4,ta,21,45,20.6,22.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14278,B05-REF-OBS-2025-44527,44527,2025-08-18T21:00:00Z,21.3,ta,20.7,47,20.7,22,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14279,B05-REF-OBS-2025-44527,44527,2025-08-18T22:00:00Z,19.7,ta,18.9,52,18.9,20.6,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14280,B05-REF-OBS-2025-44527,44527,2025-08-18T23:00:00Z,18.1,ta,17.5,56,17.5,18.9,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14281,B05-REF-OBS-2025-44527,44527,2025-08-19T00:00:00Z,17.1,ta,16.4,59,16.4,17.5,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
B05-WX-14282,B05-REF-OBS-2025-44527,44527,2025-08-19T01:00:00Z,15.3,ta,14.8,66,14.8,16.4,OBS,SRC-B05-HUNGARY-HOURLY-HIST-2026,2026-08-22
