cell_id,projection_id,source_id,dataset_id,dataflow_id,source_version,reference_year,county_code,county_name_hu,settlement_type_code,settlement_type_name_hu,occupancy_code,construction_period_code,construction_period_name_hu,wall_material_code,wall_material_name_hu,floor_area_code,floor_area_name_hu,comfort_code,comfort_name_hu,heating_mode_code,heating_mode_name_hu,heating_fuel_code,heating_fuel_name_hu,combined_heating_fuel_code,combined_heating_fuel_name_hu,heat_pump_code,heat_pump_name_hu,dwelling_count,ksh_observation_status,evidence_status,availability_status,frequency_band,query_id,retrieved_at
WBLCELL-B02-ENV-002464,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM30-39,30–39 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,37,,OBS,RETURNED_POSITIVE,COUNT_10_49,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002465,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM30-39,30–39 m²,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,27,,OBS,RETURNED_POSITIVE,COUNT_10_49,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002466,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM30-39,30–39 m²,COMF3,Félkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,5,,OBS,RETURNED_POSITIVE,COUNT_5_9,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002467,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM30-39,30–39 m²,COMF4,Komfort nélküli,TOTAL,Összesen,TOTAL,Összesen,,,,,3,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002468,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM30-39,30–39 m²,COMF5,Szükség- vagy egyéb lakás,TOTAL,Összesen,TOTAL,Összesen,,,,,3,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002469,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM40-49,40–49 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,131,,OBS,RETURNED_POSITIVE,COUNT_100_PLUS,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002470,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM40-49,40–49 m²,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,51,,OBS,RETURNED_POSITIVE,COUNT_50_99,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002471,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM40-49,40–49 m²,COMF3,Félkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,2,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002472,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM40-49,40–49 m²,COMF4,Komfort nélküli,TOTAL,Összesen,TOTAL,Összesen,,,,,1,,OBS,RETURNED_POSITIVE,COUNT_1,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002473,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM50-59,50–59 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,201,,OBS,RETURNED_POSITIVE,COUNT_100_PLUS,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002474,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM50-59,50–59 m²,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,65,,OBS,RETURNED_POSITIVE,COUNT_50_99,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002475,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM50-59,50–59 m²,COMF4,Komfort nélküli,TOTAL,Összesen,TOTAL,Összesen,,,,,2,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002476,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM60-79,60–79 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,791,,OBS,RETURNED_POSITIVE,COUNT_100_PLUS,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002477,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM60-79,60–79 m²,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,131,,OBS,RETURNED_POSITIVE,COUNT_100_PLUS,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002478,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM60-79,60–79 m²,COMF3,Félkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,3,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002479,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM60-79,60–79 m²,COMF4,Komfort nélküli,TOTAL,Összesen,TOTAL,Összesen,,,,,1,,OBS,RETURNED_POSITIVE,COUNT_1,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002480,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM80-99,80–99 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,1349,,OBS,RETURNED_POSITIVE,COUNT_100_PLUS,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002481,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM80-99,80–99 m²,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,109,,OBS,RETURNED_POSITIVE,COUNT_100_PLUS,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002482,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM80-99,80–99 m²,COMF3,Félkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,3,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002483,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM_GE120,120 m² vagy nagyobb,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,2648,,OBS,RETURNED_POSITIVE,COUNT_100_PLUS,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002484,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM_GE120,120 m² vagy nagyobb,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,82,,OBS,RETURNED_POSITIVE,COUNT_50_99,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002485,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM_GE120,120 m² vagy nagyobb,COMF3,Félkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,1,,OBS,RETURNED_POSITIVE,COUNT_1,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002486,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM_LT30,30 m²-nél kisebb,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,7,,OBS,RETURNED_POSITIVE,COUNT_5_9,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002487,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM_LT30,30 m²-nél kisebb,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,23,,OBS,RETURNED_POSITIVE,COUNT_10_49,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002488,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM_LT30,30 m²-nél kisebb,COMF3,Félkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,1,,OBS,RETURNED_POSITIVE,COUNT_1,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002489,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM_LT30,30 m²-nél kisebb,COMF4,Komfort nélküli,TOTAL,Összesen,TOTAL,Összesen,,,,,1,,OBS,RETURNED_POSITIVE,COUNT_1,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002490,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL1,"Tégla, kő, kézi falazóelem",SQM_LT30,30 m²-nél kisebb,COMF5,Szükség- vagy egyéb lakás,TOTAL,Összesen,TOTAL,Összesen,,,,,16,,OBS,RETURNED_POSITIVE,COUNT_10_49,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002491,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL2,Panel falazat,SQM30-39,30–39 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,2,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002492,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL2,Panel falazat,SQM40-49,40–49 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,50,,OBS,RETURNED_POSITIVE,COUNT_50_99,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002493,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL2,Panel falazat,SQM50-59,50–59 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,412,,OBS,RETURNED_POSITIVE,COUNT_100_PLUS,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002494,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL2,Panel falazat,SQM60-79,60–79 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,34,,OBS,RETURNED_POSITIVE,COUNT_10_49,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002495,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL2,Panel falazat,SQM_LT30,30 m²-nél kisebb,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,1,,OBS,RETURNED_POSITIVE,COUNT_1,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002496,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL2,Panel falazat,SQM_LT30,30 m²-nél kisebb,COMF5,Szükség- vagy egyéb lakás,TOTAL,Összesen,TOTAL,Összesen,,,,,2,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002497,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL3,"Beton, közép- vagy nagyblokk falazat",SQM100-119,100–119 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,12,,OBS,RETURNED_POSITIVE,COUNT_10_49,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002498,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL3,"Beton, közép- vagy nagyblokk falazat",SQM40-49,40–49 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,14,,OBS,RETURNED_POSITIVE,COUNT_10_49,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002499,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL3,"Beton, közép- vagy nagyblokk falazat",SQM50-59,50–59 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,46,,OBS,RETURNED_POSITIVE,COUNT_10_49,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002500,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL3,"Beton, közép- vagy nagyblokk falazat",SQM50-59,50–59 m²,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,2,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002501,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL3,"Beton, közép- vagy nagyblokk falazat",SQM60-79,60–79 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,14,,OBS,RETURNED_POSITIVE,COUNT_10_49,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002502,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL3,"Beton, közép- vagy nagyblokk falazat",SQM60-79,60–79 m²,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,3,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002503,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL3,"Beton, közép- vagy nagyblokk falazat",SQM80-99,80–99 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,22,,OBS,RETURNED_POSITIVE,COUNT_10_49,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002504,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL3,"Beton, közép- vagy nagyblokk falazat",SQM80-99,80–99 m²,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,2,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002505,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL3,"Beton, közép- vagy nagyblokk falazat",SQM_GE120,120 m² vagy nagyobb,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,38,,OBS,RETURNED_POSITIVE,COUNT_10_49,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002506,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL3,"Beton, közép- vagy nagyblokk falazat",SQM_GE120,120 m² vagy nagyobb,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,3,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002507,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL3,"Beton, közép- vagy nagyblokk falazat",SQM_LT30,30 m²-nél kisebb,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,1,,OBS,RETURNED_POSITIVE,COUNT_1,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002508,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL5,"Vályog, sár falazat",SQM100-119,100–119 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,2,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002509,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL5,"Vályog, sár falazat",SQM30-39,30–39 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,2,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002510,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL5,"Vályog, sár falazat",SQM30-39,30–39 m²,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,1,,OBS,RETURNED_POSITIVE,COUNT_1,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002511,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL5,"Vályog, sár falazat",SQM40-49,40–49 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,1,,OBS,RETURNED_POSITIVE,COUNT_1,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002512,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL5,"Vályog, sár falazat",SQM40-49,40–49 m²,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,1,,OBS,RETURNED_POSITIVE,COUNT_1,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002513,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL5,"Vályog, sár falazat",SQM40-49,40–49 m²,COMF3,Félkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,1,,OBS,RETURNED_POSITIVE,COUNT_1,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002514,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL5,"Vályog, sár falazat",SQM50-59,50–59 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,2,,OBS,RETURNED_POSITIVE,COUNT_2_4,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002515,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL5,"Vályog, sár falazat",SQM60-79,60–79 m²,COMF1,Összkomfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,5,,OBS,RETURNED_POSITIVE,COUNT_5_9,KSH-ENV-HU120,2026-08-12
WBLCELL-B02-ENV-002516,WBL011_ENVELOPE,SRC-B02-KSH-CENSUS-API-2022,DATA-B02-KSH-WBL011,WBL011,V67,2022,HU120,Pest vármegye,MJV,Megyei jogú város(ok),DW_OC,Y1981-2000,1981–2000 között épült,WALL5,"Vályog, sár falazat",SQM60-79,60–79 m²,COMF2,Komfortos,TOTAL,Összesen,TOTAL,Összesen,,,,,1,,OBS,RETURNED_POSITIVE,COUNT_1,KSH-ENV-HU120,2026-08-12
